PROVINCIA,COMUNE,CODICE,CODICEWISE,RETE,QUANTI_ESE,STATO,DATA_INIZIO,X_WGS84,Y_WGS84,ORIGINE_CO,QUOTA_MISU,QUOTA_PC_S,H_BP,PROFONDIT,FILTRI_N,FILTRI_TOP,FILTRI_BOT,USO,TIPO,GWB_2015,Codice_WIS,Nome_Corpo,Area_GWB,SONDA_AUTO,NOTE,STATISTICA_MK,PVALUE,SENSSLOPE_M_MESE,SENSSLOPE_M_ANNO,SENSSLOPE_CM_ANNO,TREND,PIEZO82,N_DATI,FREQ_MEDIA_MISURE,ANNI CON 12 DATI,ANNI SENZA DATI,CONFIDENZA
LO,BOFFALORA D'ADDA,PO098003NR0063,IT03GWBISSMPAO_PO098003NR0063,1,1,M,01/03/2012,537578,5023179,1,72.433,72.403,0.03,9,1,3,9,PIEZOMETRO,POZZO,GWB ISS MPAO,IT03GWBISSMPAO,Corpo idrico sotterraneo superficiale di Media pianura Bacino Adda - Oglio,"1464247371,1393835",,,-0.049189813,0.506637812,-0.000909091,-0.010909091,-1.09090908,STAZIONARIO,72.364,86,7.818181818,4,3,MEDIA
CR,GENIVOLTA,PO019047NRA001,IT03GWBISSMPAO_PO019047NRA001,3,1,M,01/01/2006,568902,5021693,1,60.78,60.33,0.45,18,1,1,15,IRRIGUO,PIEZOMETRO,GWB ISS MPAO,IT03GWBISSMPAO,Corpo idrico sotterraneo superficiale di Media pianura Bacino Adda - Oglio,"1464247371,1393835",,,-0.106415533,0.072113119,-0.001142857,-0.013714284,-1.3714284,STAZIONARIO,65.7047,132,12,11,0,ALTA
LO,CRESPIATICA,PO098025NR0110,IT03GWBISSMPAO_PO098025NR0110,1,1,M,01/05/2014,542967.5282,5021710.343,1,72.827,72.563,0.264,10,1,1,10,MONITORAGGIO,PIEZOMETRO,GWB ISS MPAO,IT03GWBISSMPAO,Corpo idrico sotterraneo superficiale di Media pianura Bacino Adda - Oglio,"1464247371,1393835",,,0.103750952,0.272652626,0.0052,0.0624,6.24,STAZIONARIO,69.1374,54,4.909090909,3,5,BASSA
CR,CASTELVISCONTI,PO019027NRA001,IT03GWBISSMPAO_PO019027NRA001,3,1,N,01/01/2006,574398,5015772,1,65.2,64.48,0.72,18,1,2,18,IRRIGUO,PIEZOMETRO,GWB ISS MPAO,IT03GWBISSMPAO,Corpo idrico sotterraneo superficiale di Media pianura Bacino Adda - Oglio,"1464247371,1393835",,,-0.387127906,5.97E-11,-0.009452055,-0.11342466,-11.342466,NEGATIVO,55.4995,131,11.90909091,10,0,ALTA
CR,TRIGOLO,PO019110NRA001,IT03GWBISSMPAO_PO019110NRA001,3,1,N,01/01/2006,564922,5019504,1,70.82,70.16,0.66,23,1,2,18,IRRIGUO,PIEZOMETRO,GWB ISS MPAO,IT03GWBISSMPAO,Corpo idrico sotterraneo superficiale di Media pianura Bacino Adda - Oglio,"1464247371,1393835",,,-0.219251707,0.000277574,-0.002413793,-0.028965516,-2.8965516,NEGATIVO,63.3555,127,11.54545455,9,0,ALTA
LO,CORTE PALASIO,PO098024NR0087,IT03GWBISSMPAO_PO098024NR0087,1,1,M,01/05/2014,543946.5236,5018367.411,1,66.918,66.918,0,10,1,3,10,MONITORAGGIO,PIEZOMETRO,GWB ISS MPAO,IT03GWBISSMPAO,Corpo idrico sotterraneo superficiale di Media pianura Bacino Adda - Oglio,"1464247371,1393835",,,0.082136124,0.363215804,0.002941176,0.035294112,3.5294112,STAZIONARIO,62.7922,59,5.363636364,3,5,BASSA
CR,PADERNO PONCHIELLI,PO019065NRA001,IT03GWBISSMPAO_PO019065NRA001,3,1,N,01/01/2006,574438,5010588,1,58.87,58.21,0.66,24,1,4,15,IRRIGUO,PIEZOMETRO,GWB ISS MPAO,IT03GWBISSMPAO,Corpo idrico sotterraneo superficiale di Media pianura Bacino Adda - Oglio,"1464247371,1393835",,,-0.209482715,0.003478963,-0.002777778,-0.033333336,-3.3333336,NEGATIVO,50.7984,91,8.272727273,4,3,MEDIA
CR,SAN BASSANO,PO019088NRP001,IT03GWBISSMPAO_PO019088NRP001,3,1,M,01/03/2015,563717.978,5010319.591,1,50.943,51.343,0.4,31,1,22,28,IRRIGUO,POZZO,GWB ISS MPAO,IT03GWBISSMPAO,Corpo idrico sotterraneo superficiale di Media pianura Bacino Adda - Oglio,"1464247371,1393835",,,-0.015008337,0.876390398,-0.000299107,-0.003589285,-0.35892852,STAZIONARIO,48.5994,56,5.090909091,4,6,BASSA
CR,CORTE DE' FRATI,PO019033NRA001,IT03GWBISSMPAO_PO019033NRA001,3,1,M,01/01/2006,586564,5006546,1,48.01,47.83,0.18,15,1,1.5,15,IRRIGUO,PIEZOMETRO,GWB ISS MPAO,IT03GWBISSMPAO,Corpo idrico sotterraneo superficiale di Media pianura Bacino Adda - Oglio,"1464247371,1393835",,,-0.042464461,0.481035769,-0.000387113,-0.004645355,-0.46453548,STAZIONARIO,40.3367,128,11.63636364,8,0,ALTA
CR,GRUMELLO CREMONESE ED UNITI,PO019051NRA001,IT03GWBISSMPAO_PO019051NRA001,3,1,M,01/03/2012,568876,5004743,1,46.42,46.42,0,13,n.d.,n.d.,n.d.,IRRIGUO,PIEZOMETRO,GWB ISS MPAO,IT03GWBISSMPAO,Corpo idrico sotterraneo superficiale di Media pianura Bacino Adda - Oglio,"1464247371,1393835",,,-0.374428213,1.41E-07,-0.002941176,-0.035294112,-3.5294112,NEGATIVO,42.8796,93,8.454545455,5,3,MEDIA
CR,PESSINA CREMONESE,PO019070NRA001,IT03GWBISSMPAO_PO019070NRA001,3,1,M,01/01/2006,599778,5003151,1,39.44,39.3,0.14,12,1,1,12,IRRIGUO,PIEZOMETRO,GWB ISS MPAO,IT03GWBISSMPAO,Corpo idrico sotterraneo superficiale di Media pianura Bacino Adda - Oglio,"1464247371,1393835",,,-0.088384338,0.135608479,-0.002957746,-0.035492952,-3.5492952,STAZIONARIO,31.7839,131,11.90909091,10,0,ALTA
CR,POZZAGLIO ED UNITI,PO019077NRA001,IT03GWBISSMPAO_PO019077NRA001,3,1,M,01/01/2006,579839,5008345,1,53.81,53.07,0.74,18,1,4,17,IRRIGUO,PIEZOMETRO,GWB ISS MPAO,IT03GWBISSMPAO,Corpo idrico sotterraneo superficiale di Media pianura Bacino Adda - Oglio,"1464247371,1393835",,,-0.340778351,1.19E-08,-0.00371555,-0.0445866,-4.45866,NEGATIVO,46.7586,129,11.72727273,8,0,ALTA
CR,CREMONA,PO019036NUA001,IT03GWBISSMPAO_PO019036NUA001,3,1,M,01/01/2006,582978,4998541,1,42.99,43.3,-0.31,20,1,2,15,NON DEFINITO,PIEZOMETRO,GWB ISS MPAO,IT03GWBISSMPAO,Corpo idrico sotterraneo superficiale di Media pianura Bacino Adda - Oglio,"1464247371,1393835",,,-0.439053029,8.93E-14,-0.01529706,-0.18356472,-18.356472,NEGATIVO,34.8458,132,12,11,0,ALTA
MN,ROVERBELLA,PO0200530R0089,IT03GWBISSMPBM_PO0200530R0089,3,1,N,01/01/2006,641706,5013584,1,35.415,35.415,0,30,n.d.,n.d.,n.d.,ANTINCENDIO,POZZO,GWB ISS MPBM,IT03GWBISSMPBM,Corpo idrico sotterraneo superficiale di Media pianura Bacino Basso Mincio,"377031374,17341434",,,-0.088167749,0.140527427,-0.000740741,-0.008888892,-0.8888892,STAZIONARIO,35.1783,130,11.81818182,9,0,ALTA
MN,BIGARELLO,PO020004NR0001,IT03GWBISSMPBM_PO020004NR0001,3,1,S,01/02/2010,649416,5004823,1,26.3,26.3,0,15,1,5,15,NON DEFINITO,PIEZOMETRO,GWB ISS MPBM,IT03GWBISSMPBM,Corpo idrico sotterraneo superficiale di Media pianura Bacino Basso Mincio,"377031374,17341434",SI,,-0.027748227,0.657492936,-0.000310885,-0.00373062,-0.373062,STAZIONARIO,16.9281,119,10.81818182,9,1,ALTA
MN,MARMIROLO,PO0200330R0002,IT03GWBISSMPBM_PO0200330R0002,3,1,M,01/01/2006,639065,5008516,1,31.883,31.883,0,38,n.d.,n.d.,n.d.,NON DEFINITO,POZZO,GWB ISS MPBM,IT03GWBISSMPBM,Corpo idrico sotterraneo superficiale di Media pianura Bacino Basso Mincio,"377031374,17341434",,,-0.236011833,0.003529071,-0.007302495,-0.08762994,-8.762994,NEGATIVO,27.4809,72,6.545454545,5,4,MEDIA
MN,SAN GIORGIO DI MANTOVA,PO0200570U0002,IT03GWBISSMPBM_PO0200570U0002,1,1,M,01/01/2005,645831,5002540,1,23.443,23.443,0,10.5,1,3,9,NON DEFINITO,POZZO,GWB ISS MPBM,IT03GWBISSMPBM,Corpo idrico sotterraneo superficiale di Media pianura Bacino Basso Mincio,"377031374,17341434",SI,,-0.374829054,2.79E-10,-0.009031063,-0.108372756,-10.8372756,NEGATIVO,16.3959,130,11.81818182,10,0,ALTA
LO,COMAZZO,PO0980200U0003,IT03GWBISSMPLAN_PO0980200U0003,1,2,M,01/03/2007,536223,5032262,1,99.238,98.783,0.455,41,1,29,41,POTABILE,POZZO,GWB ISS MPLAN,IT03GWBISSMPLAN,Corpo idrico sotterraneo superficiale di Media pianura Bacino Lambro - Adda Nord,"208055564,63716254",,,-0.16638869,0.005859972,-0.002407407,-0.028888884,-2.8888884,NEGATIVO,90.0108,129,11.72727273,8,0,ALTA
MI,SETTALA,PO0152100U0004,IT03GWBISSMPLAN_PO0152100U0004,1,2,M,01/01/2005,530914,5030976,1,97.739,97.739,0,43,4,14,39,INDUSTRIALE,POZZO,GWB ISS MPLAN,IT03GWBISSMPLAN,Corpo idrico sotterraneo superficiale di Media pianura Bacino Lambro - Adda Nord,"208055564,63716254",,,0.088460341,0.227686405,0.003548387,0.042580644,4.2580644,STAZIONARIO,93.496,87,7.909090909,3,3,MEDIA
LO,CERVIGNANO D'ADDA,PO0980180U0001,IT03GWBISSMPLAN_PO0980180U0001,3,2,M,01/01/2006,533273,5024618,1,86.922,87.162,-0.24,55,1,41.5,50.5,POTABILE,POZZO,GWB ISS MPLAN,IT03GWBISSMPLAN,Corpo idrico sotterraneo superficiale di Media pianura Bacino Lambro - Adda Nord,"208055564,63716254",,,0.096696325,0.106710076,0.00226087,0.02713044,2.713044,STAZIONARIO,78.3407,130,11.81818182,9,0,ALTA
LO,LODI,PO098031NR0333,IT03GWBISSMPLAS_PO098031NR0333,3,2,M,01/03/2015,536089.1193,5018845.124,1,81.233,80.783,-0.45,75,1,40,52,POTABILE,POZZO,GWB ISS MPLAS,IT03GWBISSMPLAS,Corpo idrico sotterraneo superficiale di Media pianura Bacino Lambro - Adda Sud,"492427868,6944221",,,0.250103384,0.063439608,0.002128623,0.025543476,2.5543476,STAZIONARIO,70.5809,32,2.909090909,0,6,BASSA
LO,LODI VECCHIO,PO0980320U0002,IT03GWBISSMPLAS_PO0980320U0002,1,2,M,01/01/1999,532553,5016525,1,80.442,80.892,-0.45,66.5,3,31,61,POTABILE,POZZO,GWB ISS MPLAS,IT03GWBISSMPLAS,Corpo idrico sotterraneo superficiale di Media pianura Bacino Lambro - Adda Sud,"492427868,6944221",,,-0.124173716,0.040966582,-0.002941176,-0.035294112,-3.5294112,NEGATIVO,71.9799,128,11.63636364,8,0,ALTA
MI,SAN ZENONE AL LAMBRO,PO0152020U0025,IT03GWBISSMPLAS_PO0152020U0025,3,2,M,01/03/2015,528291.4058,5018882.33,1,84.866,84.686,-0.18,28,1,22,28,POTABILE,PIEZOMETRO,GWB ISS MPLAS,IT03GWBISSMPLAS,Corpo idrico sotterraneo superficiale di Media pianura Bacino Lambro - Adda Sud,"492427868,6944221",,"fino al 2018 misure manuali; successiva transizione a misure con sonde automatiche, i cui dati non sono stati inseriti in quanto non validi",-0.224568278,0.052806165,-0.009569597,-0.114835164,-11.4835164,STAZIONARIO,75.1029,37,3.363636364,2,6,BASSA
LO,VILLANOVA DEL SILLARO,PO0980600U0001,IT03GWBISSMPLAS_PO0980600U0001,1,2,M,01/01/2008,536331,5010155,1,72.786,71.715,1.071,59,1,39,57,POTABILE,POZZO,GWB ISS MPLAS,IT03GWBISSMPLAS,Corpo idrico sotterraneo superficiale di Media pianura Bacino Lambro - Adda Sud,"492427868,6944221",,,-0.412991613,1.14E-11,-0.008368456,-0.100421472,-10.0421472,NEGATIVO,66.1752,128,11.63636364,8,0,ALTA
LO,BERTONICO,PO098002NR0045,IT03GWBISSMPLAS_PO098002NR0045,1,1,M,01/09/2003,551597,5007962,1,65.153,64.753,0.4,12,n.d.,n.d.,n.d.,PIEZOMETRO,POZZO,GWB ISS MPLAS,IT03GWBISSMPLAS,Corpo idrico sotterraneo superficiale di Media pianura Bacino Lambro - Adda Sud,"492427868,6944221",,,-0.154633105,0.010245067,-0.001025641,-0.012307692,-1.2307692,NEGATIVO,49.2954,128,11.63636364,7,0,ALTA
LO,CASALPUSTERLENGO,PO0980100U0007,IT03GWBISSMPLAS_PO0980100U0007,1,2,M,01/03/2015,550723.7257,5003634.624,1,61.881,63.661,1.78,39,1,23.25,35.3,POTABILE,POZZO,GWB ISS MPLAS,IT03GWBISSMPLAS,Corpo idrico sotterraneo superficiale di Media pianura Bacino Lambro - Adda Sud,"492427868,6944221",,,-0.229891688,0.064463258,-0.012,-0.144,-14.4,STAZIONARIO,47.2841,34,3.090909091,1,6,BASSA
LO,SECUGNAGO,PO098052NR0037,IT03GWBISSMPLAS_PO098052NR0037,1,1,M,01/03/2012,545716,5007808,1,67.381,67.437,-0.056,10,1,2,10,MONITORAGGIO BONIFICA,PIEZOMETRO,GWB ISS MPLAS,IT03GWBISSMPLAS,Corpo idrico sotterraneo superficiale di Media pianura Bacino Lambro - Adda Sud,"492427868,6944221",,,-0.081498101,0.27587539,-0.001222001,-0.014664012,-1.4664012,STAZIONARIO,55.1053,84,7.636363636,3,3,MEDIA
LO,FOMBIO,PO098026NR0074,IT03GWBISSMPLAS_PO098026NR0074,1,2,M,01/01/2003,553822,4999541,1,58.095,57.91,0.185,30,1,10,30,NON DEFINITO,PIEZOMETRO,GWB ISS MPLAS,IT03GWBISSMPLAS,Corpo idrico sotterraneo superficiale di Media pianura Bacino Lambro - Adda Sud,"492427868,6944221",,,-0.442254215,3.87E-13,-0.006666667,-0.080000004,-8.0000004,NEGATIVO,43.4667,124,11.27272727,9,0,ALTA
LO,SANTO STEFANO LODIGIANO,PO0980510U0001,IT03GWBISSMPLAS_PO0980510U0001,3,2,M,01/03/2015,558473.9317,4998227.47,1,51.843,51.013,-0.83,56.6,1,30.75,53,POTABILE,POZZO,GWB ISS MPLAS,IT03GWBISSMPLAS,Corpo idrico sotterraneo superficiale di Media pianura Bacino Lambro - Adda Sud,"492427868,6944221",,,0.047024231,0.710613847,0,0,0,STAZIONARIO,37.9646,38,3.454545455,2,6,BASSA
BS,COMEZZANO - CIZZAGO,PO0170600UC013,IT03GWBISSMPOM_PO0170600UC013,3,2,M,01/01/2006,574582,5036376,1,109.54,108.89,0.65,40,1,24,36,POTABILE,POZZO,GWB ISS MPOM,IT03GWBISSMPOM,Corpo idrico sotterraneo superficiale di Media pianura Bacino Oglio - Mincio,"1114645331,7278673",,,-0.230097562,0.001202544,-0.01017125,-0.122055,-12.2055,NEGATIVO,104.41,92,8.363636364,2,1,MEDIA
BS,CAPRIANO DEL COLLE,PO017037NRP001,IT03GWBISSMPOM_PO017037NRP001,1,1,M,01/03/2015,589891.7347,5032071.706,1,86.237,85.787,-0.45,40,1,30,33,ALTRO MONITORAGGIO,PIEZOMETRO,GWB ISS MPOM,IT03GWBISSMPOM,Corpo idrico sotterraneo superficiale di Media pianura Bacino Oglio - Mincio,"641545976,6862019",SI,,-0.014695606,0.88137418,-0.001176471,-0.014117652,-1.4117652,STAZIONARIO,81.4419,54,4.909090909,4,6,BASSA
BS,BARBARIGA,PO017122NRP001,IT03GWBISSMPOM_PO017122NRP001,1,1,M,01/03/2015,583839.7803,5027911.328,1,80.26,80.05,-0.21,30,1,12,30,IRRIGUO,POZZO,GWB ISS MPOM,IT03GWBISSMPOM,Corpo idrico sotterraneo superficiale di Media pianura Bacino Oglio - Mincio,"641545976,6862019",,,0.10036388,0.293216109,0.008171701,0.098060412,9.8060412,STAZIONARIO,75.4314,53,4.818181818,3,6,BASSA
BS,LENO,PO0170880RC541,IT03GWBISSMPOM_PO0170880RC541,3,1,N,01/01/2006,596024,5022678,1,62.16,62.16,0,12,1,3,12,INDUSTRIALE,PIEZOMETRO,GWB ISS MPOM,IT03GWBISSMPOM,Corpo idrico sotterraneo superficiale di Media pianura Bacino Oglio - Mincio,"1530641791,9926912",SI,,-0.165091828,0.024197821,-0.001454973,-0.017459676,-1.7459676,NEGATIVO,60.9835,88,8,3,0,MEDIA
BS,OFFLAGA,PO0171220R0001,IT03GWBISSMPOM_PO0171220R0001,3,1,M,01/01/2016,586651,5026537,1,0,0,DA DEFINIRE,33,1,18,24,ZOOTECNICO,POZZO,GWB ISS MPOM,IT03GWBISSMPOM,Corpo idrico sotterraneo superficiale di Media pianura Bacino Oglio - Mincio,"1530641791,9926912",SI,,0.302067816,0.004063606,0.03132404,0.37588848,37.588848,POSITIVO,69.8549,44,4,3,7,BASSA
MN,MEDOLE,PO020034NU0002,IT03GWBISSMPOM_PO020034NU0002,3,1,M,01/05/2014,620111.0677,5022645.645,1,83.11,83.16,-0.05,40,1,27,39,NON DEFINITO,PIEZOMETRO,GWB ISS MPOM,IT03GWBISSMPOM,Corpo idrico sotterraneo superficiale di Media pianura Bacino Oglio - Mincio,"1530641791,9926912",SI,,-0.502086639,1.49E-09,-0.05854593,-0.70255116,-70.255116,NEGATIVO,60.1256,68,6.181818182,4,4,BASSA
MN,SOLFERINO,PO020063NU0002,IT03GWBISSMPOM_PO020063NU0002,3,1,M,01/05/2014,622268.0218,5023901.63,1,105.62,105.76,-0.14,43,1,33,43,NON DEFINITO,PIEZOMETRO,GWB ISS MPOM,IT03GWBISSMPOM,Corpo idrico sotterraneo superficiale di Media pianura Bacino Oglio - Mincio,"1530641791,9926912",,,-0.573439777,5.27E-12,-0.05589286,-0.67071432,-67.071432,NEGATIVO,60.1727,68,6.181818182,3,4,BASSA
MN,CAVRIANA,PO020018NU0004,IT03GWBISSMPOM_PO020018NU0004,3,1,M,01/05/2014,625401.9723,5021556.687,1,76.16,76.34,-0.18,40,1,27,39,NON DEFINITO,PIEZOMETRO,GWB ISS MPOM,IT03GWBISSMPOM,Corpo idrico sotterraneo superficiale di Media pianura Bacino Oglio - Mincio,"1530641791,9926912",SI,,-0.550420761,7.04E-11,-0.05130435,-0.6156522,-61.56522,NEGATIVO,56.2481,66,6,3,4,BASSA
BS,ISORELLA,PO0170860UC579,IT03GWBISSMPOM_PO0170860UC579,3,1,N,01/01/2006,604118,5018644,1,55.48,55.78,-0.3,47,1,42,47,IRRIGUO,POZZO,GWB ISS MPOM,IT03GWBISSMPOM,Corpo idrico sotterraneo superficiale di Media pianura Bacino Oglio - Mincio,"1530641791,9926912",,,0.393650234,2.92E-05,0,0,0,STAZIONARIO,56.1942,66,6,0,1,BASSA
MN,CASTEL GOFFREDO,PO0200150R0002,IT03GWBISSMPOM_PO0200150R0002,1,1,M,01/03/2012,612158,5017572,1,51.5,51.5,0,6,1,4,6,NON DEFINITO,PIEZOMETRO,GWB ISS MPOM,IT03GWBISSMPOM,Corpo idrico sotterraneo superficiale di Media pianura Bacino Oglio - Mincio,"1530641791,9926912",SI,,-0.469699353,6.55E-10,-0.01533541,-0.18402492,-18.402492,NEGATIVO,48.7378,81,7.363636364,3,2,MEDIA
MN,GUIDIZZOLO,PO0200280R0056,IT03GWBISSMPOM_PO0200280R0056,3,1,M,01/01/2006,624064,5020093,1,65.27,65.27,0,54,1,44,54,NON DEFINITO,POZZO,GWB ISS MPOM,IT03GWBISSMPOM,Corpo idrico sotterraneo superficiale di Media pianura Bacino Oglio - Mincio,"1530641791,9926912",SI,,-0.245621562,5.70E-05,-0.007997006,-0.095964072,-9.5964072,NEGATIVO,54.6049,124,11.27272727,6,0,ALTA
MN,VOLTA MANTOVANA,PO0200700R0002,IT03GWBISSMPOM_PO0200700R0002,1,1,M,01/03/2012,628665,5019369,2,57.05,57.05,0,15,1,13,15,NON DEFINITO,PIEZOMETRO,GWB ISS MPOM,IT03GWBISSMPOM,Corpo idrico sotterraneo superficiale di Media pianura Bacino Oglio - Mincio,"1530641791,9926912",SI,,-0.294084072,3.15E-05,-0.006594219,-0.079130628,-7.9130628,NEGATIVO,50.0612,93,8.454545455,6,3,MEDIA
BS,GAMBARA,PO017073NUP001,IT03GWBISSMPOM_PO017073NUP001,3,1,N,01/03/2015,601119.1923,5012345.56,1,48.524,48.324,-0.2,15,1,10,14,IRRIGUO,POZZO,GWB ISS MPOM,IT03GWBISSMPOM,Corpo idrico sotterraneo superficiale di Media pianura Bacino Oglio - Mincio,"1530641791,9926912",,,0.15932481,0.113495469,0.006909722,0.082916664,8.2916664,STAZIONARIO,46.252,48,4.363636364,1,6,BASSA
BS,FIESSE,PO0170710RC478,IT03GWBISSMPOM_PO0170710RC478,1,1,M,01/03/2011,604060,5008231,1,41.5,40.78,0.72,10,1,4,10,INDUSTRIALE,PIEZOMETRO,GWB ISS MPOM,IT03GWBISSMPOM,Corpo idrico sotterraneo superficiale di Media pianura Bacino Oglio - Mincio,"641545976,6862019",SI,,-0.066757709,0.3226794,-0.001403509,-0.016842108,-1.6842108,STAZIONARIO,36.7132,102,9.272727273,6,2,ALTA
MN,GAZOLDO DEGLI IPPOLITI,PO0200240R0001,IT03GWBISSMPOM_PO0200240R0001,3,2,M,01/01/2006,624030,5006846,1,34.614,34.614,0,15,1,6,12,NON DEFINITO,PIEZOMETRO,GWB ISS MPOM,IT03GWBISSMPOM,Corpo idrico sotterraneo superficiale di Media pianura Bacino Oglio - Mincio,"1530641791,9926912",,,-0.434328765,4.24E-12,-0.006901408,-0.082816896,-8.2816896,NEGATIVO,30.4824,118,10.72727273,4,0,ALTA
MN,MARIANA MANTOVANA,PO020032NR0001,IT03GWBISSMPOM_PO020032NR0001,3,2,M,01/01/2006,616370,5003316,1,33.008,33.008,0,25,1,12,24,NON DEFINITO,PIEZOMETRO,GWB ISS MPOM,IT03GWBISSMPOM,Corpo idrico sotterraneo superficiale di Media pianura Bacino Oglio - Mincio,"1530641791,9926912",,,-0.289531112,4.21E-06,-0.008027885,-0.09633462,-9.633462,NEGATIVO,26.9926,116,10.54545455,7,0,ALTA
MN,RODIGO,PO0200510R0002,IT03GWBISSMPOM_PO0200510R0002,1,1,M,01/03/2012,631172,5004964,1,31,31,0,17,1,15,17,NON DEFINITO,PIEZOMETRO,GWB ISS MPOM,IT03GWBISSMPOM,Corpo idrico sotterraneo superficiale di Media pianura Bacino Oglio - Mincio,"1530641791,9926912",,,-0.16251941,0.021797409,-0.003333333,-0.039999996,-3.9999996,NEGATIVO,20.5092,93,8.454545455,5,3,MEDIA
MN,CURTATONE,PO0200210R0045,IT03GWBISSMPOM_PO0200210R0045,1,1,M,01/01/2008,639385,4998578,1,22.963,22.963,0,30,n.d.,n.d.,n.d.,ANTINCENDIO,POZZO,GWB ISS MPOM,IT03GWBISSMPOM,Corpo idrico sotterraneo superficiale di Media pianura Bacino Oglio - Mincio,"1530641791,9926912",,,-0.344201446,8.38E-09,-0.007,-0.084,-8.4,NEGATIVO,16.7421,129,11.72727273,9,0,ALTA
MN,MANTOVA,PO020030NU0004,IT03GWBISSMPOM_PO020030NU0004,1,1,M,01/01/2008,640758,5001180,1,17.9,17.9,0,16,1,9,15,NON DEFINITO,PIEZOMETRO,GWB ISS MPOM,IT03GWBISSMPOM,Corpo idrico sotterraneo superficiale di Media pianura Bacino Oglio - Mincio,"1530641791,9926912",SI,,0.025600923,0.670352221,0.000106747,0.001280958,0.1280958,STAZIONARIO,17.2644,129,11.72727273,9,0,ALTA
PV,PINAROLO PO,PO0181150U0006,IT03GWBISSMPOP_PO0181150U0006,3,1,S,01/01/2011,512380,4989928,1,67.287,66.637,0.65,19.5,1,10.5,14.5,POTABILE,POZZO,GWB ISS MPOP,IT03GWBISSMPOP,Corpo idrico sotterraneo superficiale di Bassa pianura Bacino Oltrepo Pavese,278969136.1,,,-0.452760547,1.08E-11,-0.025,-0.3,-30,NEGATIVO,66.5261,104,9.454545455,4,1,ALTA
PV,PORTALBERA,PO0181180U0019,IT03GWBISSMPOP_PO0181180U0019,3,2,M,01/01/2006,524321,4993134,1,68.079,67.559,0.52,17.2,1,10.3,16.3,POTABILE,POZZO,GWB ISS MPOP,IT03GWBISSMPOP,Corpo idrico sotterraneo superficiale di Bassa pianura Bacino Oltrepo Pavese,278969136.1,,,-0.300382465,1.61E-06,-0.01021053,-0.12252636,-12.252636,NEGATIVO,67.3563,118,10.72727273,7,0,ALTA
PV,CASATISMA,PO018032NR0001,IT03GWBISSMPOP_PO018032NR0001,3,3,M,01/01/2006,508567,4988324,1,75.728,75.728,0,17,1,15.2,16.4,NON DEFINITO,PIEZOMETRO,GWB ISS MPOP,IT03GWBISSMPOP,Corpo idrico sotterraneo superficiale di Bassa pianura Bacino Oltrepo Pavese,278969136.1,,,-0.766013384,2.65E-17,-0.05755556,-0.69066672,-69.066672,NEGATIVO,68.8084,58,5.272727273,1,1,BASSA
PV,CIGOGNOLA,PO0180490U0003,IT03GWBISSMPOP_PO0180490U0003,3,2,M,01/01/2006,520341,4986376,1,107.259,107.259,0,10,1,4.5,9.5,POTABILE,POZZO,GWB ISS MPOP,IT03GWBISSMPOP,Corpo idrico sotterraneo superficiale di Bassa pianura Bacino Oltrepo Pavese,278969136.1,,,-0.22365506,0.00026749,-0.007142857,-0.085714284,-8.5714284,NEGATIVO,67.3867,122,11.09090909,7,0,ALTA
PV,TORRAZZA COSTE,PO0181550U0001,IT03GWBISSMPOP_PO0181550U0001,3,1,M,01/01/2006,505656,4980492,1,116.616,116.616,0,33,3,9,29,POTABILE,POZZO,GWB ISS MPOP,IT03GWBISSMPOP,Corpo idrico sotterraneo superficiale di Bassa pianura Bacino Oltrepo Pavese,278969136.1,,,-0.503887653,1.36E-16,-0.007142857,-0.085714284,-8.5714284,NEGATIVO,80.1574,125,11.36363636,7,0,ALTA
PV,CASSOLNOVO,PO0180350U0002,IT03GWBISSMPP_PO0180350U0002,3,2,M,01/05/2014,485404,5022621,2,117.58,117.36,0.22,46.5,1,30.5,40.5,POTABILE,POZZO,GWB ISS MPP,IT03GWBISSMPP,Corpo idrico sotterraneo superficiale di Media pianura Bacino Pavese,"1185937376,1382413",,,0.021739133,0.901297808,0.007005495,0.08406594,8.406594,STAZIONARIO,100.421,24,2.181818182,0,5,BASSA
PV,CILAVEGNA,PO0180500U0002,IT03GWBISSMPP_PO0180500U0002,3,2,N,01/01/2006,480174,5017487,1,115.897,115.897,0,50,1,41,48.8,POTABILE,POZZO,GWB ISS MPP,IT03GWBISSMPP,Corpo idrico sotterraneo superficiale di Media pianura Bacino Pavese,"1185937376,1382413",,,-0.13902916,0.051520813,-0.001891892,-0.022702704,-2.2702704,STAZIONARIO,108.569,93,8.454545455,2,0,MEDIA
PV,VIGEVANO,PO0181770U0020,IT03GWBISSMPP_PO0181770U0020,3,2,M,01/01/2006,488853,5017022,1,103.06,102.99,0.07,46,1,30,42,POTABILE,POZZO,GWB ISS MPP,IT03GWBISSMPP,Corpo idrico sotterraneo superficiale di Media pianura Bacino Pavese,"1185937376,1382413",,,-0.052451894,0.39107573,-0.001507576,-0.018090912,-1.8090912,STAZIONARIO,94.8176,124,11.27272727,8,0,ALTA
